"id"	"sire"	"dam"	"sdp"	"group"	"index_case"	"Tinf"	"Tsym"	"Trec"
1			"sire"					
2			"sire"					
3			"sire"					
4			"sire"					
5			"sire"					
6			"sire"					
7			"sire"					
8			"sire"					
9			"sire"					
10			"sire"					
11			"sire"					
12			"sire"					
13			"sire"					
14			"sire"					
15			"sire"					
16			"sire"					
17			"sire"					
18			"sire"					
19			"sire"					
20			"sire"					
21			"sire"					
22			"sire"					
23			"sire"					
24			"sire"					
25			"sire"					
26			"sire"					
27			"sire"					
28			"sire"					
29			"sire"					
30			"dam"					
31			"dam"					
32			"dam"					
33			"dam"					
34			"dam"					
35			"dam"					
36			"dam"					
37			"dam"					
38			"dam"					
39			"dam"					
40			"dam"					
41			"dam"					
42			"dam"					
43			"dam"					
44			"dam"					
45			"dam"					
46			"dam"					
47			"dam"					
48			"dam"					
49			"dam"					
50			"dam"					
51			"dam"					
52			"dam"					
53			"dam"					
54			"dam"					
55	23	50	"progeny"	1	1	0	4	5
56	23	50	"progeny"	1	1	0	3	5
57	23	50	"progeny"	1	1	0	3	6
58	23	50	"progeny"	1	1	0	3	5
59	23	50	"progeny"	1	1	0		5
60	1	31	"progeny"	1	0	82	82	89
61	1	31	"progeny"	1	0			69
62	1	31	"progeny"	1	0	39	39	46
63	1	31	"progeny"	1	0	76	76	83
64	1	31	"progeny"	1	0			104
65	21	43	"progeny"	1	0	81	81	92
66	21	43	"progeny"	1	0	39	39	104
67	21	43	"progeny"	1	0	39	39	104
68	21	43	"progeny"	1	0	35	35	41
69	21	43	"progeny"	1	0	3	3	80
70	4	30	"progeny"	1	0	3	3	6
71	4	30	"progeny"	1	0	55	55	60
72	4	30	"progeny"	1	0	8	8	9
73	4	30	"progeny"	1	0	33	33	34
74	4	30	"progeny"	1	0	53	53	55
75	13	46	"progeny"	1	0			64
76	13	46	"progeny"	1	0	53	53	56
77	13	46	"progeny"	1	0	28	28	39
78	13	46	"progeny"	1	0	43	43	54
79	13	46	"progeny"	1	0	49	49	57
80	23	50	"progeny"	2	1	0	4	5
81	23	50	"progeny"	2	1	0	5	5
82	23	50	"progeny"	2	1	0	3	5
83	23	50	"progeny"	2	1	0	3	6
84	23	50	"progeny"	2	1	0	3	6
85	1	37	"progeny"	2	0			104
86	1	37	"progeny"	2	0	94	94	104
87	1	37	"progeny"	2	0			104
88	1	37	"progeny"	2	0			104
89	1	37	"progeny"	2	0			104
90	7	35	"progeny"	2	0			104
91	7	35	"progeny"	2	0			104
92	7	35	"progeny"	2	0			69
93	7	35	"progeny"	2	0			104
94	7	35	"progeny"	2	0			104
95	4	34	"progeny"	2	0			104
96	4	34	"progeny"	2	0			104
97	4	34	"progeny"	2	0	4	4	104
98	4	34	"progeny"	2	0			104
99	4	34	"progeny"	2	0			104
100	9	51	"progeny"	2	0			104
101	9	51	"progeny"	2	0	56	56	73
102	9	51	"progeny"	2	0	37	37	53
103	9	51	"progeny"	2	0			104
104	9	51	"progeny"	2	0			104
105	23	50	"progeny"	3	1	0	3	5
106	23	50	"progeny"	3	1	0	3	6
107	23	50	"progeny"	3	1	0	5	6
108	23	50	"progeny"	3	1	0	3	5
109	23	50	"progeny"	3	1	0	3	5
110	2	36	"progeny"	3	0	55	55	59
111	2	36	"progeny"	3	0			88
112	2	36	"progeny"	3	0	48	48	50
113	2	36	"progeny"	3	0			104
114	2	36	"progeny"	3	0	22	22	24
115	18	48	"progeny"	3	0	39	39	48
116	18	48	"progeny"	3	0	48	48	74
117	18	48	"progeny"	3	0	17	17	43
118	18	48	"progeny"	3	0	38	38	60
119	18	48	"progeny"	3	0	23	23	40
120	10	43	"progeny"	3	0	25	25	39
121	10	43	"progeny"	3	0	41	41	52
122	10	43	"progeny"	3	0			53
123	10	43	"progeny"	3	0	43	43	50
124	10	43	"progeny"	3	0	2	2	3
125	13	39	"progeny"	3	0			51
126	13	39	"progeny"	3	0	41	41	104
127	13	39	"progeny"	3	0			63
128	13	39	"progeny"	3	0	36	36	43
129	13	39	"progeny"	3	0	41	41	47
130	23	50	"progeny"	4	1	0		7
131	23	50	"progeny"	4	1	0	4	5
132	23	50	"progeny"	4	1	0		67
133	23	50	"progeny"	4	1	0	55	81
134	23	50	"progeny"	4	1	0	3	5
135	2	37	"progeny"	4	0	37	37	43
136	2	37	"progeny"	4	0	39	39	56
137	2	37	"progeny"	4	0	55	55	67
138	2	37	"progeny"	4	0	45	45	54
139	2	37	"progeny"	4	0	36	36	45
140	9	43	"progeny"	4	0	41	41	104
141	4	34	"progeny"	4	0	42	42	42
142	9	43	"progeny"	4	0	36	36	52
143	9	43	"progeny"	4	0			62
144	9	43	"progeny"	4	0	30	30	60
145	7	39	"progeny"	4	0	36	36	54
146	7	39	"progeny"	4	0	56	56	77
147	7	39	"progeny"	4	0	49	49	64
148	7	39	"progeny"	4	0			56
149	7	39	"progeny"	4	0	48	48	52
150	19	40	"progeny"	4	0			47
151	19	40	"progeny"	4	0	36	36	41
152	19	40	"progeny"	4	0	60	60	104
153	19	40	"progeny"	4	0			104
154	19	40	"progeny"	4	0	42	42	57
155	23	50	"progeny"	5	1	0		6
156	23	50	"progeny"	5	1	0	3	6
157	23	50	"progeny"	5	1	0	3	6
158	23	50	"progeny"	5	1	0	3	5
159	23	50	"progeny"	5	1	0		6
160	19	46	"progeny"	5	0			104
161	19	46	"progeny"	5	0			104
162	19	46	"progeny"	5	0			104
163	19	46	"progeny"	5	0			104
164	19	46	"progeny"	5	0	55	55	80
165	21	32	"progeny"	5	0	57	57	60
166	21	32	"progeny"	5	0	27	27	33
167	21	32	"progeny"	5	0	77	77	91
168	21	32	"progeny"	5	0	56	56	60
169	21	32	"progeny"	5	0	48	48	56
170	10	43	"progeny"	5	0	61	61	68
171	10	43	"progeny"	5	0			91
172	10	43	"progeny"	5	0	53	53	104
173	10	43	"progeny"	5	0			104
174	10	43	"progeny"	5	0			104
175	1	37	"progeny"	5	0	67	67	78
176	1	37	"progeny"	5	0	34	34	34
177	1	37	"progeny"	5	0			82
178	1	37	"progeny"	5	0	37	37	61
179	1	37	"progeny"	5	0			78
180	23	50	"progeny"	6	1	0		5
181	23	50	"progeny"	6	1	0	3	6
182	23	50	"progeny"	6	1	0	5	5
183	23	50	"progeny"	6	1	0	4	5
184	23	50	"progeny"	6	1	0	3	5
185	21	43	"progeny"	6	0	32	32	47
186	21	43	"progeny"	6	0			40
187	21	43	"progeny"	6	0	11	11	33
188	21	43	"progeny"	6	0	12	12	40
189	21	43	"progeny"	6	0	39	39	40
190	7	39	"progeny"	6	0	35	35	38
191	7	39	"progeny"	6	0	25	25	33
192	7	39	"progeny"	6	0	16	16	41
193	7	39	"progeny"	6	0	55	55	104
194	7	39	"progeny"	6	0	35	35	41
195	2	36	"progeny"	6	0			24
196	2	36	"progeny"	6	0	48	48	53
197	2	36	"progeny"	6	0	21	21	24
198	2	36	"progeny"	6	0			104
199	2	36	"progeny"	6	0			104
200	19	46	"progeny"	6	0			104
201	19	46	"progeny"	6	0	42	42	54
202	19	46	"progeny"	6	0	42	42	54
203	19	46	"progeny"	6	0	41	41	43
204	19	46	"progeny"	6	0	3	3	4
205	23	50	"progeny"	7	1	0	3	8
206	23	50	"progeny"	7	1	0	3	6
207	23	50	"progeny"	7	1	0	4	5
208	23	50	"progeny"	7	1	0		6
209	23	50	"progeny"	7	1	0	4	4
210	9	51	"progeny"	7	0	32	32	73
211	9	51	"progeny"	7	0			33
212	9	51	"progeny"	7	0	0	0	28
213	9	51	"progeny"	7	0			28
214	9	51	"progeny"	7	0	21	21	34
215	4	30	"progeny"	7	0	60	60	104
216	4	30	"progeny"	7	0	39	39	43
217	4	30	"progeny"	7	0			61
218	4	30	"progeny"	7	0	41	41	42
219	4	30	"progeny"	7	0	39	39	48
220	19	40	"progeny"	7	0	21	21	104
221	19	40	"progeny"	7	0	34	34	38
222	19	40	"progeny"	7	0	40	40	40
223	19	40	"progeny"	7	0	3	3	13
224	19	40	"progeny"	7	0			5
225	13	39	"progeny"	7	0	21	21	21
226	13	39	"progeny"	7	0	34	34	104
227	13	39	"progeny"	7	0	48	48	52
228	13	39	"progeny"	7	0	17	17	21
229	13	39	"progeny"	7	0			104
230	23	50	"progeny"	8	1	0	4	4
231	23	50	"progeny"	8	1	0		5
232	23	50	"progeny"	8	1	0	3	6
233	23	50	"progeny"	8	1	0	3	4
234	23	50	"progeny"	8	1	0	3	5
235	7	35	"progeny"	8	0	41	41	71
236	7	35	"progeny"	8	0	21	21	32
237	7	35	"progeny"	8	0	85	85	93
238	7	35	"progeny"	8	0			104
239	7	35	"progeny"	8	0	46	46	47
240	13	46	"progeny"	8	0	95	95	104
241	13	46	"progeny"	8	0	93	93	104
242	13	46	"progeny"	8	0	35	35	52
243	13	46	"progeny"	8	0			104
244	13	46	"progeny"	8	0	89	89	104
245	21	32	"progeny"	8	0	48	48	50
246	21	32	"progeny"	8	0	43	43	47
247	21	32	"progeny"	8	0			104
248	21	32	"progeny"	8	0			69
249	21	32	"progeny"	8	0			104
250	2	37	"progeny"	8	0			104
251	2	37	"progeny"	8	0			97
252	2	37	"progeny"	8	0	55	55	62
253	2	37	"progeny"	8	0			104
254	2	37	"progeny"	8	0			104
255	23	50	"progeny"	9	1	0		5
256	23	50	"progeny"	9	1	0	3	5
257	23	50	"progeny"	9	1	0	4	4
258	23	50	"progeny"	9	1	0	3	5
259	23	50	"progeny"	9	1	0	3	5
260	18	48	"progeny"	9	0	51	51	64
261	18	48	"progeny"	9	0	55	55	69
262	18	48	"progeny"	9	0			65
263	18	48	"progeny"	9	0	21	21	104
264	18	48	"progeny"	9	0	32	32	35
265	9	43	"progeny"	9	0			44
266	4	34	"progeny"	9	0	52	52	60
267	9	43	"progeny"	9	0	60	60	67
268	4	34	"progeny"	9	0			45
269	9	43	"progeny"	9	0	34	34	60
270	1	31	"progeny"	9	0	39	39	54
271	1	31	"progeny"	9	0	55	55	63
272	1	31	"progeny"	9	0	32	32	68
273	1	31	"progeny"	9	0	60	60	68
274	1	31	"progeny"	9	0	48	48	71
275	9	43	"progeny"	9	0			60
276	4	34	"progeny"	9	0	52	52	63
277	9	43	"progeny"	9	0	48	48	51
278	4	34	"progeny"	9	0	39	39	104
279	4	34	"progeny"	9	0			55
280	8	30	"progeny"	10	1	0	3	6
281	8	30	"progeny"	10	1	0	3	6
282	8	30	"progeny"	10	1	0	3	6
283	8	30	"progeny"	10	1	0	3	0
284	8	30	"progeny"	10	1	0		7
285	1	31	"progeny"	10	0			104
286	1	31	"progeny"	10	0	56	56	57
287	1	31	"progeny"	10	0			104
288	1	31	"progeny"	10	0			104
289	1	31	"progeny"	10	0			104
290	21	43	"progeny"	10	0			104
291	21	43	"progeny"	10	0			104
292	21	43	"progeny"	10	0			104
293	21	43	"progeny"	10	0			104
294	21	43	"progeny"	10	0			104
295	4	30	"progeny"	10	0			104
296	4	30	"progeny"	10	0			104
297	4	30	"progeny"	10	0			104
298	4	30	"progeny"	10	0			3
299	4	30	"progeny"	10	0			104
300	13	46	"progeny"	10	0			104
301	13	46	"progeny"	10	0			104
302	13	46	"progeny"	10	0			104
303	13	46	"progeny"	10	0			104
304	13	46	"progeny"	10	0			104
305	8	30	"progeny"	11	1	0		6
306	8	30	"progeny"	11	1	0	3	5
307	8	30	"progeny"	11	1	0	3	10
308	8	30	"progeny"	11	1	0	3	6
309	8	30	"progeny"	11	1	0	3	6
310	1	37	"progeny"	11	0			104
311	1	37	"progeny"	11	0			71
312	1	37	"progeny"	11	0			104
313	1	37	"progeny"	11	0			104
314	1	37	"progeny"	11	0			104
315	7	35	"progeny"	11	0			104
316	7	35	"progeny"	11	0			104
317	7	35	"progeny"	11	0			104
318	7	35	"progeny"	11	0			104
319	7	35	"progeny"	11	0			104
320	4	34	"progeny"	11	0			104
321	9	43	"progeny"	11	0			104
322	4	34	"progeny"	11	0			104
323	4	34	"progeny"	11	0	48	48	65
324	4	34	"progeny"	11	0			104
325	9	51	"progeny"	11	0			104
326	9	51	"progeny"	11	0			104
327	9	51	"progeny"	11	0			104
328	9	51	"progeny"	11	0			104
329	9	51	"progeny"	11	0			104
330	8	30	"progeny"	12	1	0		6
331	8	30	"progeny"	12	1	0	3	6
332	8	30	"progeny"	12	1	0	3	6
333	8	30	"progeny"	12	1	0	3	6
334	8	30	"progeny"	12	1	0	5	6
335	2	36	"progeny"	12	0	36	36	47
336	2	36	"progeny"	12	0			104
337	2	36	"progeny"	12	0			104
338	2	36	"progeny"	12	0			104
339	2	36	"progeny"	12	0	48	48	50
340	18	48	"progeny"	12	0			104
341	18	48	"progeny"	12	0	39	39	62
342	18	48	"progeny"	12	0	51	51	59
343	18	48	"progeny"	12	0	49	49	57
344	18	48	"progeny"	12	0	24	24	49
345	10	43	"progeny"	12	0	29	29	36
346	10	43	"progeny"	12	0	36	36	39
347	10	43	"progeny"	12	0	68	68	69
348	10	43	"progeny"	12	0	53	53	54
349	10	43	"progeny"	12	0	48	48	63
350	13	39	"progeny"	12	0			58
351	13	39	"progeny"	12	0	36	36	104
352	13	39	"progeny"	12	0			54
353	13	39	"progeny"	12	0	54	54	63
354	13	39	"progeny"	12	0			65
355	8	30	"progeny"	13	1	0	3	6
356	8	30	"progeny"	13	1	0	83	90
357	8	30	"progeny"	13	1	0	3	5
358	8	30	"progeny"	13	1	0	3	6
359	8	30	"progeny"	13	1	0	3	6
360	2	37	"progeny"	13	0	74	74	79
361	2	37	"progeny"	13	0	32	32	35
362	2	37	"progeny"	13	0	45	45	50
363	2	37	"progeny"	13	0	87	87	91
364	2	37	"progeny"	13	0	10	10	36
365	9	43	"progeny"	13	0	50	50	73
366	9	43	"progeny"	13	0	72	72	90
367	9	43	"progeny"	13	0	63	63	69
368	9	43	"progeny"	13	0	101	101	104
369	9	43	"progeny"	13	0			49
370	7	39	"progeny"	13	0	9	9	53
371	7	39	"progeny"	13	0	32	32	53
372	7	39	"progeny"	13	0			104
373	7	39	"progeny"	13	0	46	46	50
374	7	39	"progeny"	13	0	96	96	104
375	19	40	"progeny"	13	0	47	47	50
376	19	40	"progeny"	13	0	74	74	80
377	19	40	"progeny"	13	0	63	63	81
378	19	40	"progeny"	13	0	60	60	68
379	19	40	"progeny"	13	0	51	51	60
380	8	30	"progeny"	14	1	0		6
381	8	30	"progeny"	14	1	0	3	6
382	8	30	"progeny"	14	1	0	23	39
383	8	30	"progeny"	14	1	0	3	7
384	8	30	"progeny"	14	1	0	3	6
385	19	46	"progeny"	14	0	13	13	20
386	19	46	"progeny"	14	0			48
387	19	46	"progeny"	14	0			48
388	19	46	"progeny"	14	0			48
389	19	46	"progeny"	14	0			48
390	21	32	"progeny"	14	0			48
391	21	32	"progeny"	14	0			48
392	21	32	"progeny"	14	0			48
393	21	32	"progeny"	14	0			48
394	21	32	"progeny"	14	0			48
395	10	43	"progeny"	14	0			48
396	10	43	"progeny"	14	0			48
397	10	43	"progeny"	14	0			48
398	10	43	"progeny"	14	0			48
399	10	43	"progeny"	14	0			48
400	1	37	"progeny"	14	0			48
401	1	37	"progeny"	14	0	39	39	48
402	1	37	"progeny"	14	0			48
403	1	37	"progeny"	14	0	35	35	37
404	1	37	"progeny"	14	0			48
405	8	30	"progeny"	15	1	0		6
406	8	30	"progeny"	15	1	0	3	5
407	8	30	"progeny"	15	1	0	3	6
408	8	30	"progeny"	15	1	0	5	6
409	8	30	"progeny"	15	1	0	3	6
410	21	43	"progeny"	15	0	28	28	34
411	21	43	"progeny"	15	0	39	39	40
412	21	43	"progeny"	15	0	48	48	51
413	21	43	"progeny"	15	0			104
414	21	43	"progeny"	15	0			104
415	7	39	"progeny"	15	0	35	35	49
416	7	39	"progeny"	15	0	35	35	104
417	7	39	"progeny"	15	0	35	35	47
418	7	39	"progeny"	15	0	35	35	38
419	7	39	"progeny"	15	0			104
420	2	36	"progeny"	15	0	32	32	34
421	2	36	"progeny"	15	0	5	5	8
422	2	36	"progeny"	15	0	11	11	32
423	2	36	"progeny"	15	0	101	101	104
424	2	36	"progeny"	15	0	13	13	13
425	19	46	"progeny"	15	0	11	11	104
426	19	46	"progeny"	15	0	3	3	3
427	19	46	"progeny"	15	0	101	101	104
428	19	46	"progeny"	15	0	48	48	60
429	19	46	"progeny"	15	0	86	86	104
430	8	30	"progeny"	16	1	0		4
431	8	30	"progeny"	16	1	0	3	7
432	8	30	"progeny"	16	1	0	102	104
433	8	30	"progeny"	16	1	0	4	6
434	8	30	"progeny"	16	1	0	3	6
435	9	51	"progeny"	16	0	33	33	37
436	9	51	"progeny"	16	0	33	33	104
437	9	51	"progeny"	16	0			104
438	9	51	"progeny"	16	0			104
439	9	51	"progeny"	16	0			66
440	4	30	"progeny"	16	0	87	87	90
441	4	30	"progeny"	16	0	62	62	75
442	4	30	"progeny"	16	0	3	3	15
443	4	30	"progeny"	16	0	64	64	80
444	4	30	"progeny"	16	0	39	39	48
445	19	40	"progeny"	16	0			80
446	19	40	"progeny"	16	0	28	28	36
447	19	40	"progeny"	16	0			104
448	19	40	"progeny"	16	0			104
449	19	40	"progeny"	16	0	35	35	104
450	13	39	"progeny"	16	0			104
451	13	39	"progeny"	16	0	69	69	77
452	13	39	"progeny"	16	0	66	66	69
453	13	39	"progeny"	16	0	30	30	37
454	13	39	"progeny"	16	0	58	58	68
455	8	30	"progeny"	17	1	0		6
456	8	30	"progeny"	17	1	0	6	6
457	8	30	"progeny"	17	1	0	3	6
458	8	30	"progeny"	17	1	0	3	8
459	8	30	"progeny"	17	1	0	3	11
460	7	35	"progeny"	17	0			104
461	7	35	"progeny"	17	0			104
462	7	35	"progeny"	17	0			104
463	7	35	"progeny"	17	0	3	3	7
464	7	35	"progeny"	17	0			104
465	13	46	"progeny"	17	0			104
466	13	46	"progeny"	17	0	77	77	87
467	13	46	"progeny"	17	0	59	59	60
468	13	46	"progeny"	17	0			104
469	13	46	"progeny"	17	0			104
470	21	32	"progeny"	17	0	43	43	53
471	21	32	"progeny"	17	0	46	46	49
472	21	32	"progeny"	17	0	72	72	85
473	21	32	"progeny"	17	0	50	50	57
474	21	32	"progeny"	17	0			104
475	2	37	"progeny"	17	0			104
476	2	37	"progeny"	17	0			104
477	2	37	"progeny"	17	0			104
478	2	37	"progeny"	17	0			39
479	2	37	"progeny"	17	0			104
480	8	30	"progeny"	18	1	0	5	6
481	8	30	"progeny"	18	1	0	3	6
482	8	30	"progeny"	18	1	0	3	5
483	8	30	"progeny"	18	1	0	3	6
484	8	30	"progeny"	18	1	0	3	8
485	18	48	"progeny"	18	0			104
486	18	48	"progeny"	18	0			104
487	9	43	"progeny"	18	0			104
488	18	48	"progeny"	18	0	68	68	78
489	9	43	"progeny"	18	0			104
490	1	31	"progeny"	18	0			104
491	1	31	"progeny"	18	0			26
492	9	43	"progeny"	18	0			40
493	4	34	"progeny"	18	0			57
494	4	34	"progeny"	18	0			59
495	1	31	"progeny"	18	0			104
496	18	48	"progeny"	18	0			51
497	18	48	"progeny"	18	0			104
498	1	31	"progeny"	18	0			104
499	1	31	"progeny"	18	0	77	77	78
500	4	34	"progeny"	18	0			104
501	4	34	"progeny"	18	0			63
502	9	43	"progeny"	18	0			95
503	4	34	"progeny"	18	0			104
504	4	34	"progeny"	18	0	75	75	78
505	3	31	"progeny"	19	1	0	3	6
506	3	31	"progeny"	19	1	0		5
507	3	31	"progeny"	19	1	0		6
508	3	31	"progeny"	19	1	0	4	5
509	3	31	"progeny"	19	1	0	5	6
510	1	31	"progeny"	19	0	41	41	45
511	1	31	"progeny"	19	0	48	48	50
512	1	31	"progeny"	19	0			66
513	1	31	"progeny"	19	0	35	35	41
514	1	31	"progeny"	19	0			84
515	21	43	"progeny"	19	0	44	44	47
516	21	43	"progeny"	19	0	67	67	77
517	21	43	"progeny"	19	0	47	47	50
518	21	43	"progeny"	19	0			61
519	21	43	"progeny"	19	0	41	41	48
520	4	30	"progeny"	19	0	52	52	55
521	4	30	"progeny"	19	0	39	39	43
522	4	30	"progeny"	19	0			57
523	4	30	"progeny"	19	0	48	48	66
524	4	30	"progeny"	19	0	28	28	34
525	13	46	"progeny"	19	0			48
526	13	46	"progeny"	19	0	77	77	104
527	13	46	"progeny"	19	0			25
528	13	46	"progeny"	19	0	64	64	80
529	13	46	"progeny"	19	0			35
530	3	31	"progeny"	20	1	0	4	5
531	3	31	"progeny"	20	1	0		5
532	3	31	"progeny"	20	1	0	5	5
533	3	31	"progeny"	20	1	0	5	5
534	3	31	"progeny"	20	1	0		5
535	1	37	"progeny"	20	0	88	88	97
536	1	37	"progeny"	20	0	34	34	40
537	1	37	"progeny"	20	0			104
538	1	37	"progeny"	20	0			36
539	2	37	"progeny"	20	0	14	14	25
540	7	35	"progeny"	20	0			104
541	7	35	"progeny"	20	0			104
542	7	35	"progeny"	20	0			104
543	7	35	"progeny"	20	0			104
544	7	35	"progeny"	20	0			104
545	4	34	"progeny"	20	0	32	32	55
546	4	34	"progeny"	20	0			104
547	4	34	"progeny"	20	0			66
548	4	34	"progeny"	20	0			56
549	4	31	"progeny"	20	0			104
550	9	51	"progeny"	20	0			74
551	9	51	"progeny"	20	0			11
552	9	51	"progeny"	20	0			104
553	9	51	"progeny"	20	0			81
554	9	51	"progeny"	20	0			104
555	3	31	"progeny"	21	1	0	5	5
556	3	31	"progeny"	21	1	0		9
557	3	31	"progeny"	21	1	0	3	5
558	3	31	"progeny"	21	1	0	58	61
559	3	31	"progeny"	21	1	0	3	5
560	2	36	"progeny"	21	0	76	76	81
561	2	36	"progeny"	21	0	3	3	12
562	2	36	"progeny"	21	0			66
563	2	36	"progeny"	21	0	38	38	39
564	2	36	"progeny"	21	0	64	64	67
565	18	48	"progeny"	21	0	19	19	40
566	18	48	"progeny"	21	0			54
567	18	48	"progeny"	21	0	14	14	40
568	18	48	"progeny"	21	0	50	50	56
569	18	48	"progeny"	21	0	57	57	58
570	10	43	"progeny"	21	0	29	29	47
571	10	43	"progeny"	21	0	27	27	66
572	10	43	"progeny"	21	0			50
573	10	43	"progeny"	21	0	57	57	66
574	10	43	"progeny"	21	0			57
575	13	39	"progeny"	21	0	49	49	59
576	13	39	"progeny"	21	0	69	69	75
577	13	39	"progeny"	21	0	60	60	73
578	13	39	"progeny"	21	0	33	33	104
579	13	39	"progeny"	21	0	27	27	29
580	3	31	"progeny"	22	1	0		4
581	3	31	"progeny"	22	1	0		5
582	3	31	"progeny"	22	1	0	3	5
583	3	31	"progeny"	22	1	0		10
584	3	31	"progeny"	22	1	0	5	5
585	2	37	"progeny"	22	0			74
586	2	37	"progeny"	22	0			58
587	2	37	"progeny"	22	0			60
588	2	37	"progeny"	22	0	53	53	74
589	2	37	"progeny"	22	0	57	57	65
590	4	34	"progeny"	22	0			69
591	9	43	"progeny"	22	0	57	57	104
592	4	34	"progeny"	22	0			57
593	9	43	"progeny"	22	0	43	43	48
594	4	34	"progeny"	22	0	57	57	59
595	7	39	"progeny"	22	0			66
596	7	39	"progeny"	22	0	57	57	62
597	7	39	"progeny"	22	0			104
598	7	39	"progeny"	22	0	53	53	63
599	7	39	"progeny"	22	0	33	33	42
600	19	40	"progeny"	22	0			104
601	19	40	"progeny"	22	0			53
602	19	40	"progeny"	22	0	60	60	61
603	19	40	"progeny"	22	0	76	76	79
604	19	40	"progeny"	22	0	42	42	46
605	3	31	"progeny"	23	1	0	5	5
606	3	31	"progeny"	23	1	0	5	5
607	3	31	"progeny"	23	1	0		6
608	3	31	"progeny"	23	1	0	3	6
609	3	31	"progeny"	23	1	0	3	5
610	19	46	"progeny"	23	0	39	39	48
611	19	46	"progeny"	23	0			104
612	19	46	"progeny"	23	0	12	12	17
613	19	46	"progeny"	23	0	7	7	12
614	19	46	"progeny"	23	0	24	24	47
615	21	32	"progeny"	23	0	21	21	32
616	21	32	"progeny"	23	0	51	51	52
617	21	32	"progeny"	23	0			46
618	21	32	"progeny"	23	0	47	47	48
619	21	32	"progeny"	23	0	35	35	39
620	10	43	"progeny"	23	0	32	32	37
621	10	43	"progeny"	23	0			49
622	10	43	"progeny"	23	0	35	35	47
623	10	43	"progeny"	23	0	41	41	43
624	10	43	"progeny"	23	0			47
625	1	37	"progeny"	23	0	57	57	57
626	1	37	"progeny"	23	0	30	30	40
627	1	37	"progeny"	23	0	43	43	46
628	1	37	"progeny"	23	0	43	43	46
629	1	37	"progeny"	23	0			104
630	3	31	"progeny"	24	1	0	5	7
631	3	31	"progeny"	24	1	0	3	6
632	3	31	"progeny"	24	1	0	5	6
633	3	31	"progeny"	24	1	0	4	4
634	3	31	"progeny"	24	1	0	6	12
635	21	43	"progeny"	24	0	37	37	50
636	21	43	"progeny"	24	0	28	28	47
637	21	43	"progeny"	24	0	42	42	50
638	21	43	"progeny"	24	0	53	53	60
639	21	43	"progeny"	24	0	46	46	49
640	7	39	"progeny"	24	0	55	55	69
641	7	39	"progeny"	24	0	43	43	48
642	7	39	"progeny"	24	0			70
643	7	39	"progeny"	24	0	43	43	60
644	7	39	"progeny"	24	0	53	53	65
645	2	36	"progeny"	24	0	45	45	47
646	2	36	"progeny"	24	0	53	53	72
647	2	36	"progeny"	24	0			73
648	2	36	"progeny"	24	0	32	32	48
649	2	36	"progeny"	24	0	3	3	7
650	19	46	"progeny"	24	0			2
651	19	46	"progeny"	24	0	14	14	14
652	19	46	"progeny"	24	0	32	32	49
653	19	46	"progeny"	24	0			104
654	19	46	"progeny"	24	0	32	32	53
655	3	31	"progeny"	25	1	0	4	6
656	3	31	"progeny"	25	1	0	5	46
657	3	31	"progeny"	25	1	0		5
658	3	31	"progeny"	25	1	0		5
659	3	31	"progeny"	25	1	0	3	5
660	9	51	"progeny"	25	0	52	52	53
661	9	51	"progeny"	25	0	39	39	51
662	9	51	"progeny"	25	0	57	57	104
663	9	51	"progeny"	25	0	55	55	61
664	9	51	"progeny"	25	0	55	55	72
665	4	30	"progeny"	25	0			48
666	4	30	"progeny"	25	0	34	34	60
667	4	30	"progeny"	25	0	57	57	57
668	4	30	"progeny"	25	0	55	55	60
669	4	30	"progeny"	25	0	67	67	71
670	19	40	"progeny"	25	0	57	57	60
671	19	40	"progeny"	25	0	43	43	71
672	19	40	"progeny"	25	0	43	43	54
673	19	40	"progeny"	25	0	49	49	55
674	19	40	"progeny"	25	0	55	55	73
675	13	39	"progeny"	25	0			63
676	13	39	"progeny"	25	0	49	49	57
677	13	39	"progeny"	25	0	42	42	68
678	13	39	"progeny"	25	0	45	45	55
679	13	39	"progeny"	25	0	54	54	62
680	3	31	"progeny"	26	1	0	5	7
681	3	31	"progeny"	26	1	0	4	5
682	3	31	"progeny"	26	1	0	3	4
683	3	31	"progeny"	26	1	0	4	5
684	3	31	"progeny"	26	1	0	5	6
685	7	35	"progeny"	26	0			104
686	7	35	"progeny"	26	0	57	57	60
687	7	35	"progeny"	26	0	49	49	64
688	7	35	"progeny"	26	0	32	32	48
689	7	35	"progeny"	26	0	48	48	52
690	13	46	"progeny"	26	0			53
691	13	46	"progeny"	26	0	43	43	46
692	13	46	"progeny"	26	0	31	31	62
693	13	46	"progeny"	26	0	47	47	48
694	13	46	"progeny"	26	0	33	33	49
695	21	32	"progeny"	26	0	57	57	60
696	21	32	"progeny"	26	0	43	43	48
697	21	32	"progeny"	26	0	38	38	47
698	21	32	"progeny"	26	0	48	48	53
699	21	32	"progeny"	26	0	27	27	48
700	2	37	"progeny"	26	0	33	33	40
701	2	37	"progeny"	26	0	36	36	47
702	2	37	"progeny"	26	0	18	18	36
703	2	37	"progeny"	26	0	35	35	48
704	2	37	"progeny"	26	0	41	41	44
705	3	31	"progeny"	27	1	0	3	5
706	3	31	"progeny"	27	1	0	3	5
707	3	31	"progeny"	27	1	0	3	5
708	3	31	"progeny"	27	1	0	3	5
709	3	31	"progeny"	27	1	0	3	6
