id,sdp,group,sus_G,sus_E,sus,inf_G,inf_E,inf,rec_G,rec_E,rec,r0_G,r0_E,r0
555,progeny,21,-0.0490375,-0.0211234,0.932243809808961,-0.0469482,-0.0207766,0.934517617440915,-0.0589793,-0.0615031,0.886492689479414,0.856445152539386,0.901763399381789,0.772310892137972
556,progeny,21,-0.047973,-0.00378311,0.949560426896667,-0.049312,-0.0741869,0.883822613448418,-0.0569084,-0.0266257,0.919859718920004,0.857106240634073,0.900688588376622,0.771985809965497
557,progeny,21,-0.0467796,0.0236601,0.977145707883965,-0.0506068,-0.149911,0.818306924032848,-0.0532295,0.0318001,0.978798578209484,0.860178029596256,0.909872499251774,0.782652333590212
558,progeny,21,-0.0459185,0.0505139,1.00460597504323,-0.0493204,-0.217257,0.765996713286075,-0.0493062,0.090587,1.04214469869487,0.865415881266716,0.926671541840913,0.801956269027041
559,progeny,21,-0.050992,-0.0717141,0.884523585845103,-0.0463083,0.113851,1.06987594232531,-0.0661207,-0.169808,0.789836987302402,0.849233585804899,0.880142810515424,0.747446834994415
560,progeny,21,0.0109999,-0.00305259,1.00797897369293,-0.0201423,0.0235675,1.00343107270066,-0.0640324,0.00758183,0.945113200286047,0.929438350001872,1.02849517623228,0.955922859582213
561,progeny,21,0.0166849,-0.00690947,1.00982336558551,-0.0226024,0.0502596,1.02804321079824,-0.0659689,-0.020078,0.917551197059866,0.930636610125429,1.02354503896293,0.952548485371161
562,progeny,21,0.0160552,-0.00671114,1.00938785202079,-0.0226086,0.0446974,1.02233456374904,-0.0658017,-0.0167543,0.92075987386009,0.930200522951276,1.0214589617804,0.950161660421398
563,progeny,21,0.016507,0.0928738,1.11558708502881,-0.0231412,-0.232744,0.774230845391685,-0.0507161,0.206389,1.16844394256096,0.944263236012869,1.06878105697017,1.00921065944391
564,progeny,21,0.0109512,-0.0268774,0.984199951331566,-0.0203517,0.0901008,1.07223912270635,-0.0670952,-0.0455008,0.893511565880758,0.926356897614918,1.01788057715073,0.942920693591831
565,progeny,21,0.0371372,-0.00628023,1.03133798106525,-0.166595,0.0359273,0.877509322295475,0.00467501,-0.00410016,1.00057501525793,0.882688610556496,1.02587602898624,0.905529086629078
566,progeny,21,0.0289668,0.201711,1.25945337819004,0.0658187,-0.533655,0.626356049750911,0.101463,0.446245,1.72928495109208,1.21682924983504,1.12108952204947,1.36417452211338
567,progeny,21,0.0419506,-0.009245,1.03324630674777,-0.169235,0.0562959,0.893205054647513,0.00295583,-0.0261315,0.977090823151005,0.883089636447279,1.02113974445719,0.901757925694567
568,progeny,21,0.0304056,-0.0452072,0.985307405201426,0.063936,0.157124,1.24739827221513,0.0650826,-0.114745,0.951550613768123,1.17283535793117,0.997175795589957,1.16952303114104
569,progeny,21,0.03321,-0.110588,0.925539933380921,-0.16483,0.319126,1.1668362191876,-0.00936045,-0.226875,0.789594741962825,0.868506290829682,0.981830099855655,0.852725618250571
570,progeny,21,0.00452089,-0.00628335,0.998239092220583,0.103259,0.0407846,1.15493446256976,0.0950729,-0.0107107,1.08802290434516,1.22489213860294,1.02407580274942,1.25438240012126
571,progeny,21,0.00015018,-0.0742337,0.928594134420344,0.105756,0.22292,1.38912770529069,0.0865295,-0.147888,0.940486015095686,1.2121985325903,1.00079861872625,1.21316661703837
572,progeny,21,-0.00872919,-0.0426225,0.949944525787914,0.109906,0.108681,1.24431726752046,0.0943202,-0.0461755,1.04932248130264,1.21591515833041,1.02008198345247,1.24033314641961
